지방청,해경서,발생일자,발생요일,사고유형_세분류,장소유형,발생지역,사고원인1차,위험구역지정
서해 지방청,부안,2020-09-15,수요일,고립,해안가,전라북도,부주의,없음
제주 지방청,제주,2020-09-16,목요일,추락익수,방파제,제주특별자치도,낚시,연안사고 다발구역
중부 지방청,보령,2020-09-17,금요일,추락익수,항포구,충청남도,부주의,사망사고 발생구역
서해 지방청,군산,2020-09-17,금요일,기타익수,갯벌,전라북도,부주의,연안사고 다발구역
서해 지방청,여수,2020-09-17,금요일,기타익수,해양,전라남도,질병,없음
서해 지방청,목포,2020-09-17,금요일,추락익수,항포구,전라남도,부주의,연안사고 위험구역
중부 지방청,태안,2020-09-17,금요일,고립익수,해안가,충청남도,부주의,없음
중부 지방청,인천,2020-09-17,금요일,고립,갯바위,인천광역시,부주의,연안사고 위험구역
서해 지방청,여수,2020-09-18,토요일,고립,갯바위,전남,낚시,없음
남해 지방청,통영,2020-09-18,토요일,추락익수,항포구,경상남도,운전 부주의,없음
중부 지방청,태안,2020-09-18,토요일,고립익수,갯바위,충청남도,낚시,없음
중부 지방청,인천,2020-09-18,토요일,고립익수,갯벌,인천광역시,부주의,연안사고 위험구역
동해 지방청,속초,2020-09-18,토요일,추락,테트라포드,강원도,낚시,연안사고 위험구역
동해 지방청,동해,2020-09-19,일요일,추락,방파제,경상북도,음주,연안사고 위험구역
중부 지방청,보령,2020-09-19,일요일,고립,무인도서,충청남도,조석 미인지,없음
중부 지방청,평택,2020-09-19,일요일,고립,갯바위,충청남도,조석 미인지,연안사고 다발구역
중부 지방청,인천,2020-09-19,일요일,기타익수,해안가,인천광역시,낚시,없음
동해 지방청,동해,2020-09-19,일요일,추락익수,방파제,강원도,낚시,연안사고 위험구역
남해 지방청,부산,2020-09-19,일요일,추락익수,방파제,부산시,부주의,연안사고 위험구역
서해 지방청,목포,2020-09-19,일요일,고립,갯바위,전라남도,낚시,없음
중부 지방청,인천,2020-09-19,일요일,고립익수,무인도서,인천,조석 미인지,연안사고 위험구역
중부 지방청,보령,2020-09-19,일요일,고립,갯벌,충청남도,조석 미인지,없음
중부 지방청,인천,2020-09-20,월요일,고립,항포구,인천광역시,조석 미인지,없음
중부 지방청,인천,2020-09-20,월요일,추락익수,방파제,인천광역시,음주,사망사고 발생구역
남해 지방청,창원,2020-09-20,월요일,추락익수,갯바위,부산광역시,부주의,없음
중부 지방청,태안,2020-09-21,화요일,고립,갯바위,충청남도,낚시,연안사고 다발구역
서해 지방청,목포,2020-09-21,화요일,고립,갯바위,전라남도,낚시,없음
중부 지방청,인천,2020-09-21,화요일,고립,갯벌,인천광역시,부주의,없음
서해 지방청,목포,2020-09-21,화요일,고립,무인도서,전라남도,낚시,없음
제주 지방청,서귀포,2020-09-21,화요일,추락익수,항포구,제주특별자치도,음주,사망사고 발생구역
제주 지방청,서귀포,2020-09-22,수요일,수중레저익수,해안가,제주특별자치도,부주의,없음
남해 지방청,통영,2020-09-22,수요일,고립,해양,경상남도,부주의,없음
남해 지방청,창원,2020-09-23,목요일,기타익수,방파제,부산광역시,안전미준수,없음
서해 지방청,완도,2020-09-23,목요일,추락익수,항포구,전라남도,부주의,사망사고 발생구역
제주 지방청,서귀포,2020-09-25,토요일,추락,테트라포드,제주특별자치도,부주의,사망사고 발생구역
제주 지방청,서귀포,2020-09-26,일요일,수중레저익수,해안가,제주특별자치도,조석 미인지,연안사고 위험구역
중부 지방청,보령,2020-09-26,일요일,고립,무인도서,충청남도,부주의,사망사고 발생구역
중부 지방청,보령,2020-09-26,일요일,추락익수,항포구,충청남도,부주의,연안사고 위험구역
동해 지방청,속초,2020-09-28,화요일,기타익수,해안가,강원도,부주의,없음
중부 지방청,평택,2020-09-28,화요일,추락익수,항포구,충청남도,음주,연안사고 위험구역
서해 지방청,목포,2020-09-28,화요일,표류,방파제,전라남도,부주의,없음
중부 지방청,인천,2020-09-29,수요일,고립,갯바위,인천광역시,낚시,없음
남해 지방청,울산,2020-09-29,수요일,추락익수,항포구,울산,음주,없음
동해 지방청,동해,2020-09-30,목요일,고립,갯바위,강원도,낚시,연안사고 위험구역
서해 지방청,목포,2020-09-30,목요일,기타,해안가,전라남도,부주의,없음
서해 지방청,완도,2020-09-30,목요일,기타익수,해안가,전라남도,음주,없음
남해 지방청,창원,2020-09-30,목요일,수중레저익수,해양,경남,부주의,연안사고 위험구역
중부 지방청,인천,2020-10-01,금요일,추락익수,해안가,경기도,부주의,연안사고 다발구역
중부 지방청,인천,2020-10-01,금요일,고립,갯바위,인천광역시,낚시,없음
남해 지방청,울산,2020-10-02,토요일,추락,테트라포드,울산광역시,낚시,없음
중부 지방청,태안,2020-10-03,일요일,수중레저익수,해양,충청남도,수영미숙,없음
서해 지방청,군산,2020-10-03,일요일,추락,갯바위,전라북도,부주의,연안사고 다발구역
제주 지방청,서귀포,2020-10-03,일요일,추락,갯바위,제주특별자치도,안전미준수,사망사고 발생구역
중부 지방청,인천,2020-10-03,일요일,고립익수,해양,경기도,조석 미인지,연안사고 다발구역
제주 지방청,서귀포,2020-10-04,월요일,고립,갯바위,제주특별자치도,조석 미인지,없음
중부 지방청,태안,2020-10-04,월요일,고립,갯바위,충청남도,부주의,없음
남해 지방청,부산,2020-10-05,화요일,기타익수,해안가,부산광역시,부주의,없음
동해 지방청,울진,2020-10-06,수요일,기타익수,항포구,경상북도,부주의,없음
서해 지방청,여수,2020-10-08,금요일,기타익수,항포구,전라남도,기상불량,없음
남해 지방청,부산,2020-10-09,토요일,기타,항포구,부산광역시,부주의,없음
중부 지방청,태안,2020-10-09,토요일,고립,갯바위,충청남도,낚시,연안사고 다발구역
중부 지방청,인천,2020-10-10,일요일,고립,항포구,인천광역시,부주의,없음
서해 지방청,목포,2020-10-10,일요일,고립,갯벌,전라남도,부주의,없음
동해 지방청,속초,2020-10-10,일요일,기타익수,갯바위,강원도,부주의,없음
제주 지방청,서귀포,2020-10-12,화요일,고립,갯바위,제주특별자치도,조석 미인지,사망사고 발생구역
남해 지방청,통영,2020-10-13,수요일,기타익수,항포구,경남,음주,사망사고 발생구역
제주 지방청,서귀포,2020-10-13,수요일,기타익수,해수욕장,제주특별자치도,부주의,사망사고 발생구역
서해 지방청,군산,2020-10-14,목요일,추락익수,항포구,전라북도,부주의,사망사고 발생구역
서해 지방청,목포,2020-10-14,목요일,추락,해안가,전라남도,부주의,없음
중부 지방청,평택,2020-10-16,토요일,고립,해안가,경기도,부주의,없음
서해 지방청,부안,2020-10-16,토요일,고립,해안가,전라북도,조석 미인지,없음
서해 지방청,부안,2020-10-16,토요일,기타익수,해안가,전라북도,부주의,없음
서해 지방청,군산,2020-10-17,일요일,고립,갯바위,전라북도,조석 미인지,없음
중부 지방청,태안,2020-10-17,일요일,고립,갯바위,충청남도,낚시,없음
중부 지방청,인천,2020-10-17,일요일,고립,갯바위,인천시,조석 미인지,없음
서해 지방청,목포,2020-10-17,일요일,고립,갯바위,전라남도,조석 미인지,없음
중부 지방청,태안,2020-10-18,월요일,기타익수,해안가,충남,부주의,없음
서해 지방청,목포,2020-10-18,월요일,고립,갯바위,전라남도,낚시,연안사고 위험구역
서해 지방청,군산,2020-10-18,월요일,고립,갯바위,전라북도,조석 미인지,없음
중부 지방청,태안,2020-10-18,월요일,고립,갯바위,충청남도,낚시,없음
동해 지방청,동해,2020-10-18,월요일,추락,테트라포드,강원도,낚시,연안사고 다발구역
서해 지방청,부안,2020-10-18,월요일,기타,테트라포드,전라북도,부주의,없음
중부 지방청,평택,2020-10-18,월요일,추락,테트라포드,충남,안전미준수,없음
중부 지방청,태안,2020-10-18,월요일,고립,갯바위,충청남도,낚시,없음
제주 지방청,서귀포,2020-10-18,월요일,수중레저익수,해양,제주특별자치도,기상불량,없음
제주 지방청,서귀포,2020-10-18,월요일,고립,갯바위,제주특별자치도,부주의,없음
중부 지방청,태안,2020-10-20,수요일,고립,갯벌,충청남도,부주의,없음
남해 지방청,통영,2020-10-20,수요일,추락익수,항포구,경상남도,음주,연안사고 다발구역
중부 지방청,평택,2020-10-20,수요일,고립,갯벌,경기도,부주의,없음
중부 지방청,인천,2020-10-21,목요일,추락익수,항포구,인천광역시,부주의,연안사고 다발구역
제주 지방청,서귀포,2020-10-22,금요일,수중레저익수,해안가,제주특별자치도,수영미숙,연안사고 다발구역
서해 지방청,군산,2020-10-22,금요일,고립,갯바위,전라북도,조석 미인지,없음
남해 지방청,통영,2020-10-23,토요일,추락,테트라포드,경상남도,부주의,없음
동해 지방청,포항,2020-10-23,토요일,추락익수,테트라포드,경상북도,부주의,없음
남해 지방청,부산,2020-10-24,일요일,기타,해수욕장,부산광역시,음주,없음
제주 지방청,서귀포,2020-10-24,일요일,수중레저익수,해양,제주특별자치도,부주의,없음
남해 지방청,통영,2020-10-24,일요일,추락,방파제,경상남도,부주의,없음
남해 지방청,부산,2020-10-25,월요일,추락익수,항포구,부산광역시,부주의,없음
제주 지방청,서귀포,2020-10-27,수요일,추락익수,항포구,제주특별자치도,음주,없음
동해 지방청,속초,2020-10-28,목요일,추락익수,항포구,강원도,부주의,없음
중부 지방청,인천,2020-10-29,금요일,고립,무인도서,인천광역시,조석 미인지,사망사고 발생구역
중부 지방청,인천,2020-10-30,토요일,고립,갯벌,인천광역시,조석 미인지,연안사고 위험구역
중부 지방청,평택,2020-10-30,토요일,고립,갯벌,경기도,음주,없음
중부 지방청,태안,2020-10-30,토요일,고립익수,해안가,충남,부주의,사망사고 발생구역
중부 지방청,인천,2020-10-31,일요일,기타익수,항포구,인천광역시,음주,사망사고 발생구역
남해 지방청,통영,2020-10-31,일요일,기타익수,해안가,경상남도,부주의,없음
서해 지방청,목포,2020-10-31,일요일,기타익수,갯바위,전라남도,부주의,없음
중부 지방청,평택,2020-10-31,일요일,수중레저익수,해양,경기도,기상불량,연안사고 다발구역
동해 지방청,포항,2020-11-01,월요일,추락,테트라포드,경상북도,부주의,연안사고 다발구역
서해 지방청,군산,2020-11-01,월요일,고립,갯바위,전라북도,조석 미인지,없음
남해 지방청,통영,2020-11-01,월요일,추락익수,항포구,경상남도,음주,연안사고 다발구역
중부 지방청,인천,2020-11-05,금요일,고립,항포구,인천광역시,조석 미인지,없음
중부 지방청,인천,2020-11-05,금요일,고립,갯벌,인천광역시,조석 미인지,없음
남해 지방청,부산,2020-11-05,금요일,기타익수,해수욕장,부산광역시,음주,없음
중부 지방청,인천,2020-11-05,금요일,고립,항포구,인천광역시,조석 미인지,연안사고 다발구역
동해 지방청,포항,2020-11-06,토요일,추락,테트라포드,경상북도,부주의,연안사고 위험구역
서해 지방청,여수,2020-11-06,토요일,추락익수,항포구,전라남도,음주,없음
남해 지방청,통영,2020-11-06,토요일,기타익수,항포구,경상남도,음주,없음
